date,etf_code,etf_name,fund_size,nav,total_assets,outstanding_units,stock_value,futures_value,etf_value,bond_value,update_time,source,fetched_at
2026-08-31,0056,元大高股息,773996147534,54.77,771832545778,14091034000,761746857793,11466663800,,,2026-08-31 16:32:19,Yuanta PCF,2026-08-31T16:40:16+08:00
